date,twoPM,fourPM,ninePM
"'Jul 09, 2014'",'980','941','528'
"'Jul 10, 2014'",'936','954','832'
"'Jul 11, 2014'",'230','968','793'
"'Jul 12, 2014'",'868','369','807'
"'Jul 13, 2014'",'294','049','944'
"'Jul 14, 2014'",'998','690','133'
"'Jul 15, 2014'",'956','959','530'
"'Jul 16, 2014'",'314','842','317'
"'Jul 17, 2014'",'421','037','715'
"'Jul 18, 2014'",'128','933','119'
"'Jul 19, 2014'",'550','096','260'
"'Jul 20, 2014'",'232','941','553'
"'Jul 21, 2014'",'606','876','891'
"'Jul 22, 2014'",'864','889','070'
"'Jul 23, 2014'",'420','225','880'
"'Jul 24, 2014'",'936','958','714'
"'Jul 25, 2014'",'010','919','333'
"'Jul 26, 2014'",'885','074','171'
"'Jul 27, 2014'",'343','184','244'
"'Jul 28, 2014'",'627','742','134'
"'Jul 29, 2014'",'324','710','913'
"'Jul 30, 2014'",'352','455','532'
"'Jul 31, 2014'",'804','928','506'
"'Aug 01, 2014'",'910','492','116'
"'Aug 02, 2014'",'222','873','860'
"'Aug 03, 2014'",'546','067','553'
"'Aug 04, 2014'",'233','496','312'
"'Aug 05, 2014'",'082','781','266'
"'Aug 06, 2014'",'713','865','927'
"'Aug 07, 2014'",'504','657','083'
"'Aug 08, 2014'",'716','610','631'
"'Aug 09, 2014'",'771','399','659'
"'Aug 10, 2014'",'263','948','480'
"'Aug 11, 2014'",'639','220','364'
"'Aug 12, 2014'",'916','230','421'
"'Aug 13, 2014'",'483','611','177'
"'Aug 14, 2014'",'313','769','605'
"'Aug 15, 2014'",'738','668','647'
"'Aug 16, 2014'",'429','489','086'
"'Aug 17, 2014'",'053','116','707'
"'Aug 18, 2014'",'148','100','101'
"'Aug 19, 2014'",'833','096','475'
"'Aug 20, 2014'",'502','802','291'
"'Aug 21, 2014'",'816','998','113'
"'Aug 22, 2014'",'450','580','419'
"'Aug 23, 2014'",'425','257','249'
"'Aug 24, 2014'",'701','736','075'
"'Aug 25, 2014'",'664','759','693'
"'Aug 26, 2014'",'223','128','004'
"'Aug 27, 2014'",'748','524','778'
"'Aug 28, 2014'",'532','313','111'
"'Aug 29, 2014'",'392','996','037'
"'Aug 30, 2014'",'865','462','338'
"'Aug 31, 2014'",'526','360','040'
"'Sep 01, 2014'",'666','116','881'
"'Sep 02, 2014'",'116','804','279'
"'Sep 03, 2014'",'150','615','565'
"'Sep 04, 2014'",'083','417','212'
"'Sep 05, 2014'",'790','039','895'
"'Sep 06, 2014'",'642','342','252'
"'Sep 07, 2014'",'612','716','273'
"'Sep 08, 2014'",'825','077','789'
"'Sep 09, 2014'",'611','507','168'
"'Sep 10, 2014'",'708','703','863'
"'Sep 11, 2014'",'144','013','320'
"'Sep 12, 2014'",'957','861','999'
"'Sep 13, 2014'",'159','404','742'
"'Sep 14, 2014'",'958','063','528'
"'Sep 15, 2014'",'753','479','619'
"'Sep 16, 2014'",'254','150','091'
"'Sep 17, 2014'",'200','288','703'
"'Sep 18, 2014'",'046','478','541'
"'Sep 19, 2014'",'108','143','361'
"'Sep 20, 2014'",'636','972','890'
"'Sep 21, 2014'",'590','376','654'
"'Sep 22, 2014'",'656','817','933'
"'Sep 23, 2014'",'303','730','821'
"'Sep 24, 2014'",'442','540','735'
"'Sep 25, 2014'",'814','563','605'
"'Sep 26, 2014'",'074','232','371'
"'Sep 27, 2014'",'691','439','530'
"'Sep 28, 2014'",'745','845','699'
"'Sep 29, 2014'",'792','111','635'
"'Sep 30, 2014'",'246','173','574'
"'Oct 01, 2014'",'321','800','271'
"'Oct 02, 2014'",'126','111','184'
"'Oct 03, 2014'",'151','019','262'
"'Oct 04, 2014'",'308','889','360'
"'Oct 05, 2014'",'662','597','181'
"'Oct 06, 2014'",'573','360','521'
"'Oct 07, 2014'",'449','716','884'
"'Oct 08, 2014'",'203','221','401'
"'Oct 09, 2014'",'051','953','161'
"'Oct 10, 2014'",'290','367','187'
"'Oct 11, 2014'",'072','655','197'
"'Oct 12, 2014'",'309','553','580'
"'Oct 13, 2014'",'384','634','197'
"'Oct 14, 2014'",'206','753','914'
"'Oct 15, 2014'",'064','918','435'
"'Oct 16, 2014'",'671','302','850'
"'Oct 17, 2014'",'486','348','075'
"'Oct 18, 2014'",'526','445','760'
"'Oct 19, 2014'",'777','395','542'
"'Oct 20, 2014'",'276','629','529'
"'Oct 21, 2014'",'118','409','288'
"'Oct 22, 2014'",'372','565','261'
"'Oct 23, 2014'",'789','320','367'
"'Oct 24, 2014'",'975','301','593'
"'Oct 25, 2014'",'106','043','120'
"'Oct 26, 2014'",'816','962','967'
"'Oct 27, 2014'",'571','704','710'
"'Oct 28, 2014'",'008','004','286'
"'Oct 29, 2014'",'556','581','674'
"'Oct 30, 2014'",'203','200','527'
"'Oct 31, 2014'",'541','883','679'
"'Nov 01, 2014'",'441','931','905'
"'Nov 02, 2014'",'327','691','104'
"'Nov 03, 2014'",'621','324','039'
"'Nov 04, 2014'",'971','027','301'
"'Nov 05, 2014'",'797','476','307'
"'Nov 06, 2014'",'033','867','768'
"'Nov 07, 2014'",'550','205','023'
"'Nov 08, 2014'",'344','729','739'
"'Nov 09, 2014'",'212','390','350'
"'Nov 10, 2014'",'200','511','741'
"'Nov 11, 2014'",'222','941','841'
"'Nov 12, 2014'",'823','301','151'
"'Nov 13, 2014'",'805','908','755'
"'Nov 14, 2014'",'067','905','720'
"'Nov 15, 2014'",'211','534','241'
"'Nov 16, 2014'",'539','150','079'
"'Nov 17, 2014'",'811','658','753'
"'Nov 18, 2014'",'595','613','883'
"'Nov 19, 2014'",'174','954','751'
"'Nov 20, 2014'",'414','961','381'
"'Nov 21, 2014'",'393','710','608'
"'Nov 22, 2014'",'985','211','392'
"'Nov 23, 2014'",'555','255','315'
"'Nov 24, 2014'",'950','431','230'
"'Nov 25, 2014'",'067','842','438'
"'Nov 26, 2014'",'976','217','668'
"'Nov 27, 2014'",'988','202','688'
"'Nov 28, 2014'",'428','014','508'
"'Nov 29, 2014'",'589','518','282'
"'Nov 30, 2014'",'374','928','761'
"'Dec 01, 2014'",'676','873','559'
"'Dec 02, 2014'",'374','616','173'
"'Dec 03, 2014'",'224','993','125'
"'Dec 04, 2014'",'627','786','536'
"'Dec 05, 2014'",'832','994','026'
"'Dec 06, 2014'",'657','606','814'
"'Dec 07, 2014'",'327','492','668'
"'Dec 08, 2014'",'252','735','303'
"'Dec 09, 2014'",'809','750','200'
"'Dec 10, 2014'",'022','219','466'
"'Dec 11, 2014'",'643','709','590'
"'Dec 12, 2014'",'783','951','684'
"'Dec 13, 2014'",'304','968','058'
"'Dec 14, 2014'",'426','148','847'
"'Dec 15, 2014'",'500','928','878'
"'Dec 16, 2014'",'384','462','244'
"'Dec 17, 2014'",'726','472','317'
"'Dec 18, 2014'",'756','635','273'
"'Dec 19, 2014'",'918','836','983'
"'Dec 20, 2014'",'399','079','674'
"'Dec 21, 2014'",'581','063','784'
"'Dec 22, 2014'",'620','530','612'
"'Dec 23, 2014'",'707','354','169'
"'Dec 24, 2014'",'362','738','415'
"'Dec 26, 2014'",'246','246','923'
"'Dec 27, 2014'",'787','939','983'
"'Dec 28, 2014'",'957','903','870'
"'Dec 29, 2014'",'710','068','673'
"'Dec 30, 2014'",'076','889','315'
"'Dec 31, 2014'",'349','101','774'
"'Jan 02, 2015'",'183','229','630'
"'Jan 03, 2015'",'581','964','322'
"'Jan 04, 2015'",'588','738','399'
"'Jan 05, 2015'",'331','172','549'
"'Jan 06, 2015'",'222','750','197'
"'Jan 07, 2015'",'144','723','653'
"'Jan 08, 2015'",'558','624','034'
"'Jan 09, 2015'",'385','805','422'
"'Jan 10, 2015'",'726','748','551'
"'Jan 11, 2015'",'976','251','956'
"'Jan 12, 2015'",'975','183','994'
"'Jan 13, 2015'",'408','782','117'
"'Jan 14, 2015'",'598','154','514'
"'Jan 15, 2015'",'538','898','501'
"'Jan 16, 2015'",'381','997','081'
"'Jan 17, 2015'",'999','040','458'
"'Jan 18, 2015'",'896','543','371'
"'Jan 19, 2015'",'034','452','014'
"'Jan 20, 2015'",'993','193','481'
"'Jan 21, 2015'",'636','065','441'
"'Jan 22, 2015'",'526','831','623'
"'Jan 23, 2015'",'659','073','858'
"'Jan 24, 2015'",'385','193','953'
"'Jan 25, 2015'",'604','937','972'
"'Jan 26, 2015'",'223','191','448'
"'Jan 27, 2015'",'106','925','013'
"'Jan 28, 2015'",'229','921','968'
"'Jan 29, 2015'",'164','203','549'
"'Jan 30, 2015'",'345','351','016'
"'Jan 31, 2015'",'232','885','691'
"'Feb 01, 2015'",'824','346','976'
"'Feb 02, 2015'",'073','717','470'
"'Feb 03, 2015'",'685','636','683'
"'Feb 04, 2015'",'927','437','510'
"'Feb 05, 2015'",'248','326','528'
"'Feb 06, 2015'",'729','070','729'
"'Feb 07, 2015'",'487','344','062'
"'Feb 08, 2015'",'181','343','619'
"'Feb 09, 2015'",'824','182','518'
"'Feb 10, 2015'",'331','138','342'
"'Feb 11, 2015'",'617','325','243'
"'Feb 12, 2015'",'587','526','663'
"'Feb 13, 2015'",'755','486','178'
"'Feb 14, 2015'",'086','761','075'
"'Feb 15, 2015'",'037','706','503'
"'Feb 16, 2015'",'198','407','713'
"'Feb 17, 2015'",'773','552','003'
"'Feb 18, 2015'",'950','910','773'
"'Feb 19, 2015'",'309','868','375'
"'Feb 20, 2015'",'247','686','383'
"'Feb 21, 2015'",'169','800','128'
"'Feb 22, 2015'",'675','540','138'
"'Feb 23, 2015'",'074','283','627'
"'Feb 24, 2015'",'815','989','344'
"'Feb 25, 2015'",'185','078','229'
"'Feb 26, 2015'",'800','849','151'
"'Feb 27, 2015'",'983','638','014'
"'Feb 28, 2015'",'865','285','975'
"'Mar 01, 2015'",'552','791','261'
"'Mar 02, 2015'",'883','866','160'
"'Mar 03, 2015'",'726','433','165'
"'Mar 04, 2015'",'870','205','778'
"'Mar 05, 2015'",'601','500','110'
"'Mar 06, 2015'",'417','981','923'
"'Mar 07, 2015'",'779','063','091'
"'Mar 08, 2015'",'043','011','795'
"'Mar 09, 2015'",'823','163','005'
"'Mar 10, 2015'",'869','763','525'
"'Mar 11, 2015'",'270','818','109'
"'Mar 12, 2015'",'618','453','835'
"'Mar 13, 2015'",'374','363','980'
"'Mar 14, 2015'",'919','020','034'
"'Mar 15, 2015'",'500','452','270'
"'Mar 16, 2015'",'150','428','894'
"'Mar 17, 2015'",'098','178','732'
"'Mar 18, 2015'",'918','542','352'
"'Mar 19, 2015'",'878','863','758'
"'Mar 20, 2015'",'666','357','661'
"'Mar 21, 2015'",'585','322','419'
"'Mar 22, 2015'",'224','377','628'
"'Mar 23, 2015'",'575','863','373'
"'Mar 24, 2015'",'509','755','458'
"'Mar 25, 2015'",'282','393','978'
"'Mar 26, 2015'",'292','123','610'
"'Mar 27, 2015'",'573','880','529'
"'Mar 28, 2015'",'589','536','332'
"'Mar 29, 2015'",'322','879','367'
"'Mar 30, 2015'",'561','712','297'
"'Mar 31, 2015'",'519','602','878'
"'Apr 01, 2015'",'250','869','822'
"'Apr 06, 2015'",'304','368','285'
"'Apr 07, 2015'",'330','515','491'
"'Apr 08, 2015'",'476','278','996'
"'Apr 09, 2015'",'862','225','595'
"'Apr 10, 2015'",'057','104','680'
"'Apr 11, 2015'",'294','192','461'
"'Apr 12, 2015'",'752','961','092'
"'Apr 13, 2015'",'502','018','353'
"'Apr 14, 2015'",'074','880','818'
"'Apr 15, 2015'",'505','859','137'
"'Apr 16, 2015'",'952','396','483'
"'Apr 17, 2015'",'106','005','871'
"'Apr 18, 2015'",'689','283','064'
"'Apr 19, 2015'",'727','361','084'
"'Apr 20, 2015'",'349','134','882'
"'Apr 21, 2015'",'702','981','713'
"'Apr 22, 2015'",'669','654','634'
"'Apr 23, 2015'",'293','878','772'
"'Apr 24, 2015'",'039','930','636'
"'Apr 25, 2015'",'752','590','270'
"'Apr 26, 2015'",'484','773','892'
"'Apr 27, 2015'",'822','664','932'
"'Apr 28, 2015'",'869','844','651'
"'Apr 29, 2015'",'601','407','563'
"'Apr 30, 2015'",'628','860','231'
"'May 01, 2015'",'291','231','960'
"'May 02, 2015'",'410','657','947'
"'May 03, 2015'",'110','304','145'
"'May 04, 2015'",'142','664','315'
"'May 05, 2015'",'471','018','562'
"'May 06, 2015'",'994','362','342'
"'May 07, 2015'",'866','875','357'
"'May 08, 2015'",'048','706','197'
"'May 09, 2015'",'545','945','718'
"'May 10, 2015'",'205','176','603'
"'May 11, 2015'",'302','466','015'
"'May 12, 2015'",'001','978','585'
"'May 13, 2015'",'300','919','887'
"'May 14, 2015'",'216','632','920'
"'May 15, 2015'",'253','880','325'
"'May 16, 2015'",'363','910','191'
"'May 17, 2015'",'558','997','786'
"'May 18, 2015'",'593','866','541'
"'May 19, 2015'",'210','277','802'
"'May 20, 2015'",'828','330','105'
"'May 21, 2015'",'647','953','651'
"'May 22, 2015'",'766','685','131'
"'May 23, 2015'",'362','504','533'
"'May 24, 2015'",'464','171','279'
"'May 25, 2015'",'043','664','138'
"'May 26, 2015'",'516','471','424'
"'May 27, 2015'",'143','652','997'
"'May 28, 2015'",'005','357','749'
"'May 29, 2015'",'550','117','819'
"'May 30, 2015'",'847','553','715'
"'May 31, 2015'",'588','297','555'
"'Jun 01, 2015'",'650','368','715'
"'Jun 02, 2015'",'597','661','255'
"'Jun 03, 2015'",'225','008','326'
"'Jun 04, 2015'",'924','086','691'
"'Jun 05, 2015'",'984','886','581'
"'Jun 06, 2015'",'838','656','556'
"'Jun 07, 2015'",'984','222','288'
"'Jun 08, 2015'",'579','188','242'
"'Jun 09, 2015'",'220','772','161'
"'Jun 10, 2015'",'683','086','426'
"'Jun 11, 2015'",'207','723','725'
"'Jun 12, 2015'",'333','824','442'
"'Jun 13, 2015'",'196','380','524'
"'Jun 14, 2015'",'173','047','249'
"'Jun 15, 2015'",'542','737','983'
"'Jun 16, 2015'",'391','401','708'
"'Jun 17, 2015'",'782','290','275'
"'Jun 18, 2015'",'443','100','137'
"'Jun 19, 2015'",'482','221','484'
"'Jun 20, 2015'",'972','243','118'
"'Jun 21, 2015'",'094','208','502'
"'Jun 22, 2015'",'961','308','551'
"'Jun 23, 2015'",'018','124','902'
"'Jun 24, 2015'",'166','977','158'
"'Jun 25, 2015'",'693','625','649'
"'Jun 26, 2015'",'328','066','602'
"'Jun 27, 2015'",'184','787','601'
"'Jun 28, 2015'",'789','860','396'
"'Jun 29, 2015'",'943','155','771'
"'Jun 30, 2015'",'856','569','168'
"'Jul 01, 2015'",'063','278','269'
"'Jul 02, 2015'",'869','942','907'
"'Jul 03, 2015'",'677','278','809'
"'Jul 04, 2015'",'816','270','914'
"'Jul 05, 2015'",'039','211','021'
"'Jul 06, 2015'",'645','188','035'
"'Jul 07, 2015'",'104','217','847'
"'Jul 08, 2015'",'874','459','925'
"'Jul 09, 2015'",'638','989','119'
"'Jul 10, 2015'",'973','915','353'
"'Jul 11, 2015'",'398','986','196'
"'Jul 12, 2015'",'569','610','708'
"'Jul 13, 2015'",'530','880','350'
"'Jul 14, 2015'",'760','133','954'
"'Jul 15, 2015'",'028','127','107'
"'Jul 16, 2015'",'300','737','240'
"'Jul 17, 2015'",'140','533','369'
"'Jul 18, 2015'",'598','327','101'
"'Jul 19, 2015'",'684','913','822'
"'Jul 20, 2015'",'623','709','647'
"'Jul 21, 2015'",'511','678','312'
"'Jul 22, 2015'",'498','802','841'
"'Jul 23, 2015'",'605','350','481'
"'Jul 24, 2015'",'389','766','416'
"'Jul 25, 2015'",'883','335','195'
"'Jul 26, 2015'",'890','903','771'
"'Jul 27, 2015'",'641','556','033'
"'Jul 28, 2015'",'290','466','971'
"'Jul 29, 2015'",'596','202','459'
"'Jul 30, 2015'",'961','855','086'
"'Jul 31, 2015'",'508','075','708'
"'Aug 01, 2015'",'527','075','371'
"'Aug 02, 2015'",'345','125','669'
"'Aug 03, 2015'",'221','671','960'
"'Aug 04, 2015'",'049','154','715'
"'Aug 05, 2015'",'648','372','720'
"'Aug 06, 2015'",'908','405','704'
"'Aug 07, 2015'",'702','808','541'
"'Aug 08, 2015'",'737','461','226'
"'Aug 09, 2015'",'111','614','114'
"'Aug 10, 2015'",'479','855','270'
"'Aug 11, 2015'",'291','942','553'
"'Aug 12, 2015'",'839','651','807'
"'Aug 13, 2015'",'304','886','930'
"'Aug 14, 2015'",'188','776','621'
"'Aug 15, 2015'",'629','671','188'
"'Aug 16, 2015'",'790','315','773'
"'Aug 17, 2015'",'172','736','975'
"'Aug 18, 2015'",'804','279','847'
"'Aug 19, 2015'",'596','993','031'
"'Aug 20, 2015'",'960','350','018'
"'Aug 21, 2015'",'547','388','378'
"'Aug 22, 2015'",'769','823','888'
"'Aug 23, 2015'",'580','116','215'
"'Aug 24, 2015'",'299','547','193'
"'Aug 25, 2015'",'020','174','250'
"'Aug 26, 2015'",'284','012','138'
"'Aug 27, 2015'",'162','807','151'
"'Aug 28, 2015'",'197','231','468'
"'Aug 29, 2015'",'718','224','034'
"'Aug 30, 2015'",'185','496','339'
"'Aug 31, 2015'",'542','589','558'
"'Sep 01, 2015'",'338','876','433'
"'Sep 02, 2015'",'346','775','144'
"'Sep 03, 2015'",'665','111','473'
"'Sep 04, 2015'",'048','266','813'
"'Sep 05, 2015'",'212','446','699'
"'Sep 06, 2015'",'618','811','393'
"'Sep 07, 2015'",'178','091','910'
"'Sep 08, 2015'",'961','216','157'
"'Sep 09, 2015'",'191','631','207'
"'Sep 10, 2015'",'113','466','755'
"'Sep 11, 2015'",'853','966','815'
"'Sep 12, 2015'",'910','134','631'
"'Sep 13, 2015'",'112','054','484'
"'Sep 14, 2015'",'219','646','135'
"'Sep 15, 2015'",'885','374','605'
"'Sep 16, 2015'",'093','583','403'
"'Sep 17, 2015'",'946','276','588'
"'Sep 18, 2015'",'014','577','282'
"'Sep 19, 2015'",'068','705','311'
"'Sep 20, 2015'",'134','246','156'
"'Sep 21, 2015'",'002','225','039'
"'Sep 22, 2015'",'118','023','494'
"'Sep 23, 2015'",'918','440','780'
"'Sep 24, 2015'",'532','762','123'
"'Sep 25, 2015'",'144','740','492'
"'Sep 26, 2015'",'846','876','826'
"'Sep 27, 2015'",'844','830','064'
"'Sep 28, 2015'",'805','910','397'
"'Sep 29, 2015'",'374','745','661'
"'Sep 30, 2015'",'204','392','204'
"'Oct 01, 2015'",'715','094','028'
"'Oct 02, 2015'",'482','809','707'
"'Oct 03, 2015'",'323','282','818'
"'Oct 04, 2015'",'287','139','254'
"'Oct 05, 2015'",'884','149','625'
"'Oct 06, 2015'",'275','676','949'
"'Oct 07, 2015'",'628','819','362'
"'Oct 08, 2015'",'843','548','152'
"'Oct 09, 2015'",'840','324','647'
"'Oct 10, 2015'",'659','765','222'
"'Oct 11, 2015'",'489','375','929'
"'Oct 12, 2015'",'747','321','613'
"'Oct 13, 2015'",'774','606','556'
"'Oct 14, 2015'",'960','396','201'
"'Oct 15, 2015'",'833','363','214'
"'Oct 16, 2015'",'776','786','163'
"'Oct 17, 2015'",'827','614','023'
"'Oct 18, 2015'",'684','662','238'
"'Oct 19, 2015'",'186','652','096'
"'Oct 20, 2015'",'760','740','235'
"'Oct 21, 2015'",'451','682','375'
"'Oct 22, 2015'",'532','287','044'
"'Oct 23, 2015'",'289','111','210'
"'Oct 24, 2015'",'561','390','780'
"'Oct 25, 2015'",'499','257','374'
"'Oct 26, 2015'",'120','270','437'
"'Oct 27, 2015'",'820','214','732'
"'Oct 28, 2015'",'645','059','569'
"'Oct 29, 2015'",'601','510','519'
"'Oct 30, 2015'",'325','881','724'
"'Oct 31, 2015'",'197','564','950'
"'Nov 01, 2015'",'641','957','044'
"'Nov 02, 2015'",'251','715','203'
"'Nov 03, 2015'",'525','709','320'
"'Nov 04, 2015'",'807','814','511'
"'Nov 05, 2015'",'796','940','753'
"'Nov 06, 2015'",'234','724','524'
"'Nov 07, 2015'",'833','509','128'
"'Nov 08, 2015'",'698','204','090'
"'Nov 09, 2015'",'772','241','949'
"'Nov 10, 2015'",'854','915','715'
"'Nov 11, 2015'",'910','314','488'
"'Nov 12, 2015'",'605','154','677'
"'Nov 13, 2015'",'429','885','471'
"'Nov 14, 2015'",'847','212','219'
"'Nov 15, 2015'",'348','505','832'
"'Nov 16, 2015'",'904','896','751'
"'Nov 17, 2015'",'633','606','165'
"'Nov 18, 2015'",'190','523','166'
"'Nov 19, 2015'",'667','616','014'
"'Nov 20, 2015'",'988','502','918'
"'Nov 21, 2015'",'153','676','217'
"'Nov 22, 2015'",'252','084','569'
"'Nov 23, 2015'",'827','240','280'
"'Nov 24, 2015'",'905','098','341'
"'Nov 25, 2015'",'552','657','023'
"'Nov 26, 2015'",'966','738','008'
"'Nov 27, 2015'",'615','993','871'
"'Nov 28, 2015'",'952','816','536'
"'Nov 29, 2015'",'626','834','830'
"'Nov 30, 2015'",'809','862','502'
"'Dec 01, 2015'",'989','251','051'
"'Dec 02, 2015'",'025','205','992'
"'Dec 03, 2015'",'492','294','097'
"'Dec 04, 2015'",'613','008','894'
"'Dec 05, 2015'",'635','808','419'
"'Dec 06, 2015'",'512','081','111'
"'Dec 07, 2015'",'098','793','408'
"'Dec 08, 2015'",'225','597','501'
"'Dec 09, 2015'",'745','618','771'
"'Dec 10, 2015'",'469','935','032'
"'Dec 11, 2015'",'652','060','805'
"'Dec 12, 2015'",'547','103','386'
"'Dec 13, 2015'",'752','266','891'
"'Dec 14, 2015'",'801','734','754'
"'Dec 15, 2015'",'474','888','360'
"'Dec 16, 2015'",'138','882','076'
"'Dec 17, 2015'",'072','477','669'
"'Dec 18, 2015'",'233','580','669'
"'Dec 19, 2015'",'721','559','226'
"'Dec 20, 2015'",'081','900','206'
"'Dec 21, 2015'",'421','902','932'
"'Dec 22, 2015'",'218','783','907'
"'Dec 23, 2015'",'873','910','413'
"'Dec 24, 2015'",'523','141','564'
"'Dec 26, 2015'",'133','783','011'
"'Dec 27, 2015'",'687','189','622'
"'Dec 28, 2015'",'566','862','428'
"'Dec 29, 2015'",'309','201','322'
"'Dec 30, 2015'",'925','085','178'
"'Dec 31, 2015'",'857','461','495'
"'Jan 02, 2016'",'219','593','129'
"'Jan 03, 2016'",'009','454','271'
"'Jan 04, 2016'",'544','099','220'
"'Jan 05, 2016'",'032','086','208'
"'Jan 06, 2016'",'341','377','666'
"'Jan 07, 2016'",'997','341','067'
"'Jan 08, 2016'",'914','631','623'
"'Jan 09, 2016'",'803','095','509'
"'Jan 10, 2016'",'898','082','581'
"'Jan 11, 2016'",'348','734','472'
"'Jan 12, 2016'",'797','817','454'
"'Jan 13, 2016'",'353','636','169'
"'Jan 14, 2016'",'068','012','966'
"'Jan 15, 2016'",'673','082','579'
"'Jan 16, 2016'",'883','180','001'
"'Jan 17, 2016'",'613','940','511'
"'Jan 18, 2016'",'149','020','651'
"'Jan 19, 2016'",'592','164','769'
"'Jan 20, 2016'",'868','437','936'
"'Jan 21, 2016'",'759','094','777'
"'Jan 22, 2016'",'031','696','386'
"'Jan 23, 2016'",'507','705','910'
"'Jan 24, 2016'",'941','105','614'
"'Jan 25, 2016'",'022','376','539'
"'Jan 26, 2016'",'434','894','873'
"'Jan 27, 2016'",'272','079','587'
"'Jan 28, 2016'",'157','420','845'
"'Jan 29, 2016'",'987','063','799'
"'Jan 30, 2016'",'487','594','709'
"'Jan 31, 2016'",'314','297','402'
"'Feb 01, 2016'",'245','747','717'
"'Feb 02, 2016'",'944','529','025'
"'Feb 03, 2016'",'613','634','455'
"'Feb 04, 2016'",'914','283','460'
"'Feb 05, 2016'",'221','272','215'
"'Feb 06, 2016'",'376','282','089'
"'Feb 07, 2016'",'292','915','526'
"'Feb 08, 2016'",'110','727','833'
"'Feb 09, 2016'",'201','021','555'
"'Feb 10, 2016'",'828','449','231'
"'Feb 11, 2016'",'533','279','377'
"'Feb 12, 2016'",'251','823','062'
"'Feb 13, 2016'",'630','611','059'
"'Feb 14, 2016'",'719','191','091'
"'Feb 15, 2016'",'907','392','610'
"'Feb 16, 2016'",'103','150','582'
"'Feb 17, 2016'",'427','824','795'
"'Feb 18, 2016'",'747','131','053'
"'Feb 19, 2016'",'843','491','462'
"'Feb 20, 2016'",'196','398','551'
"'Feb 21, 2016'",'392','012','723'
"'Feb 22, 2016'",'816','224','532'
"'Feb 23, 2016'",'034','958','487'
"'Feb 24, 2016'",'188','319','019'
"'Feb 25, 2016'",'429','931','424'
"'Feb 26, 2016'",'988','522','327'
"'Feb 27, 2016'",'163','863','938'
"'Feb 28, 2016'",'539','913','847'
"'Feb 29, 2016'",'541','918','009'
"'Mar 01, 2016'",'141','138','764'
"'Mar 02, 2016'",'579','765','211'
"'Mar 03, 2016'",'377','204','466'
"'Mar 04, 2016'",'747','241','443'
"'Mar 05, 2016'",'008','690','682'
"'Mar 06, 2016'",'401','359','436'
"'Mar 07, 2016'",'121','451','360'
"'Mar 08, 2016'",'245','912','588'
"'Mar 09, 2016'",'140','424','574'
"'Mar 10, 2016'",'359','524','782'
"'Mar 11, 2016'",'016','487','998'
"'Mar 12, 2016'",'931','832','894'
"'Mar 13, 2016'",'009','409','814'
"'Mar 14, 2016'",'195','156','516'
"'Mar 15, 2016'",'958','824','707'
"'Mar 16, 2016'",'412','506','437'
"'Mar 17, 2016'",'613','009','132'
"'Mar 18, 2016'",'308','026','788'
"'Mar 19, 2016'",'617','207','020'
"'Mar 20, 2016'",'463','146','073'
"'Mar 21, 2016'",'213','798','641'
"'Mar 22, 2016'",'897','260','040'
"'Mar 23, 2016'",'588','539','441'
"'Mar 28, 2016'",'195','708','060'
"'Mar 29, 2016'",'779','996','121'
"'Mar 30, 2016'",'093','120','600'
"'Mar 31, 2016'",'824','127','514'
"'Apr 01, 2016'",'358','045','394'
"'Apr 02, 2016'",'429','873','881'
"'Apr 03, 2016'",'887','370','192'
"'Apr 04, 2016'",'382','912','648'
"'Apr 05, 2016'",'031','010','262'
"'Apr 06, 2016'",'318','452','494'
"'Apr 07, 2016'",'817','452','938'
"'Apr 08, 2016'",'034','895','909'
"'Apr 09, 2016'",'401','205','687'
"'Apr 10, 2016'",'985','590','677'
"'Apr 11, 2016'",'112','116','191'
"'Apr 12, 2016'",'352','825','018'
"'Apr 13, 2016'",'130','193','892'
"'Apr 14, 2016'",'451','766','538'
"'Apr 15, 2016'",'598','229','986'
"'Apr 16, 2016'",'083','587','516'
"'Apr 17, 2016'",'540','156','436'
"'Apr 18, 2016'",'587','733','840'
"'Apr 19, 2016'",'506','145','714'
"'Apr 20, 2016'",'689','192','363'
"'Apr 21, 2016'",'298','325','079'
"'Apr 22, 2016'",'778','651','329'
"'Apr 23, 2016'",'995','822','877'
"'Apr 24, 2016'",'846','088','490'
"'Apr 25, 2016'",'627','095','944'
"'Apr 26, 2016'",'027','932','914'
"'Apr 27, 2016'",'439','704','633'
"'Apr 28, 2016'",'866','524','839'
"'Apr 29, 2016'",'048','517','992'
"'Apr 30, 2016'",'357','330','719'
"'May 01, 2016'",'359','799','648'
"'May 02, 2016'",'818','517','784'
"'May 03, 2016'",'938','647','083'
"'May 04, 2016'",'788','407','087'
"'May 05, 2016'",'268','098','330'
"'May 06, 2016'",'546','479','068'
"'May 07, 2016'",'679','188','087'
"'May 08, 2016'",'207','247','451'
"'May 09, 2016'",'691','725','844'
"'May 10, 2016'",'776','546','854'
"'May 11, 2016'",'361','309','012'
"'May 12, 2016'",'626','960','096'
"'May 13, 2016'",'850','611','111'
"'May 14, 2016'",'851','423','106'
"'May 15, 2016'",'586','983','999'
"'May 16, 2016'",'758','427','830'
"'May 17, 2016'",'803','972','660'
"'May 18, 2016'",'580','901','472'
"'May 19, 2016'",'602','741','005'
"'May 20, 2016'",'932','577','864'
