date,twoPM,fourPM,ninePM
"'May 09, 2022'",'719','897','884'
"'May 10, 2022'",'540','624','404'
"'May 11, 2022'",'110','311','914'
"'May 12, 2022'",'952','502','228'
"'May 13, 2022'",'682','755','620'
"'May 14, 2022'",'649','633','374'
"'May 15, 2022'",'084','517','889'
"'May 16, 2022'",'992','129','068'
"'May 17, 2022'",'451','707','137'
"'May 18, 2022'",'862','514','699'
"'May 19, 2022'",'106','630','661'
"'May 20, 2022'",'249','148','967'
"'May 21, 2022'",'778','239','236'
"'May 22, 2022'",'380','344','576'
"'May 23, 2022'",'273','120','470'
"'May 24, 2022'",'203','906','074'
"'May 25, 2022'",'070','765','887'
"'May 26, 2022'",'341','120','365'
"'May 27, 2022'",'773','494','669'
"'May 28, 2022'",'983','637','216'
"'May 29, 2022'",'570','693','938'
"'May 30, 2022'",'973','675','865'
"'May 31, 2022'",'769','552','763'
"'Jun 01, 2022'",'134','680','368'
"'Jun 02, 2022'",'236','051','517'
"'Jun 03, 2022'",'215','519','146'
"'Jun 04, 2022'",'813','279','422'
"'Jun 05, 2022'",'270','697','008'
"'Jun 06, 2022'",'965','309','541'
"'Jun 07, 2022'",'290','710','714'
"'Jun 08, 2022'",'356','915','692'
"'Jun 09, 2022'",'074','811','824'
"'Jun 10, 2022'",'246','016','873'
"'Jun 11, 2022'",'372','941','379'
"'Jun 12, 2022'",'375','546','415'
"'Jun 13, 2022'",'717','240','107'
"'Jun 14, 2022'",'265','281','191'
"'Jun 15, 2022'",'055','796','900'
"'Jun 16, 2022'",'143','095','947'
"'Jun 17, 2022'",'679','500','629'
"'Jun 18, 2022'",'003','111','491'
"'Jun 19, 2022'",'655','580','329'
"'Jun 20, 2022'",'361','413','953'
"'Jun 21, 2022'",'696','837','327'
"'Jun 22, 2022'",'848','776','100'
"'Jun 23, 2022'",'403','178','337'
"'Jun 24, 2022'",'291','386','629'
"'Jun 25, 2022'",'757','282','934'
"'Jun 26, 2022'",'492','842','885'
"'Jun 27, 2022'",'824','036','822'
"'Jun 28, 2022'",'740','528','953'
"'Jun 29, 2022'",'341','579','758'
"'Jun 30, 2022'",'947','847','216'
"'Jul 01, 2022'",'167','578','254'
"'Jul 02, 2022'",'862','620','472'
"'Jul 03, 2022'",'791','234','458'
"'Jul 04, 2022'",'434','154','049'
"'Jul 05, 2022'",'265','661','074'
"'Jul 06, 2022'",'463','091','508'
"'Jul 07, 2022'",'270','835','921'
"'Jul 08, 2022'",'565','955','885'
"'Jul 09, 2022'",'056','726','257'
"'Jul 10, 2022'",'144','609','923'
"'Jul 11, 2022'",'324','479','043'
"'Jul 12, 2022'",'983','783','680'
"'Jul 13, 2022'",'133','315','545'
"'Jul 14, 2022'",'554','178','658'
"'Jul 15, 2022'",'901','207','881'
"'Jul 16, 2022'",'202','631','045'
"'Jul 17, 2022'",'527','214','173'
"'Jul 18, 2022'",'502','995','130'
"'Jul 19, 2022'",'060','203','181'
"'Jul 20, 2022'",'787','683','088'
"'Jul 21, 2022'",'246','633','419'
"'Jul 22, 2022'",'956','788','964'
"'Jul 23, 2022'",'386','057','327'
"'Jul 24, 2022'",'832','183','800'
"'Jul 25, 2022'",'888','979','557'
"'Jul 26, 2022'",'922','109','213'
"'Jul 27, 2022'",'787','976','013'
"'Jul 28, 2022'",'938','505','106'
"'Jul 29, 2022'",'659','656','623'
"'Jul 30, 2022'",'346','866','293'
"'Jul 31, 2022'",'850','392','754'
"'Aug 01, 2022'",'210','082','049'
"'Aug 02, 2022'",'685','285','067'
"'Aug 03, 2022'",'573','148','957'
"'Aug 04, 2022'",'604','590','202'
"'Aug 05, 2022'",'066','054','177'
"'Aug 06, 2022'",'868','521','730'
"'Aug 07, 2022'",'791','439','036'
"'Aug 08, 2022'",'660','655','272'
"'Aug 09, 2022'",'774','162','904'
"'Aug 10, 2022'",'085','919','967'
"'Aug 11, 2022'",'940','021','481'
"'Aug 12, 2022'",'146','237','309'
"'Aug 13, 2022'",'880','835','930'
"'Aug 14, 2022'",'328','074','055'
"'Aug 15, 2022'",'207','954','288'
"'Aug 16, 2022'",'816','623','970'
"'Aug 17, 2022'",'379','943','996'
"'Aug 18, 2022'",'356','729','543'
"'Aug 19, 2022'",'435','289','725'
"'Aug 20, 2022'",'462','083','105'
"'Aug 21, 2022'",'698','573','475'
"'Aug 22, 2022'",'708','308','685'
"'Aug 23, 2022'",'467','626','209'
"'Aug 24, 2022'",'243','218','302'
"'Aug 25, 2022'",'880','544','266'
"'Aug 26, 2022'",'254','417','769'
"'Aug 27, 2022'",'888','932','319'
"'Aug 28, 2022'",'678','886','101'
"'Aug 29, 2022'",'491','194','111'
"'Aug 30, 2022'",'483','035','361'
"'Aug 31, 2022'",'158','095','447'
"'Sep 01, 2022'",'526','870','111'
"'Sep 02, 2022'",'635','420','946'
"'Sep 03, 2022'",'105','407','495'
"'Sep 04, 2022'",'454','652','769'
"'Sep 05, 2022'",'672','141','811'
"'Sep 06, 2022'",'294','400','457'
"'Sep 07, 2022'",'717','468','570'
"'Sep 08, 2022'",'999','659','176'
"'Sep 09, 2022'",'952','656','661'
"'Sep 10, 2022'",'845','850','156'
"'Sep 11, 2022'",'862','720','685'
"'Sep 12, 2022'",'444','706','506'
"'Sep 13, 2022'",'611','051','573'
"'Sep 14, 2022'",'988','113','250'
"'Sep 15, 2022'",'817','443','398'
"'Sep 16, 2022'",'675','082','260'
"'Sep 17, 2022'",'650','115','303'
"'Sep 18, 2022'",'633','987','640'
"'Sep 19, 2022'",'704','031','171'
"'Sep 20, 2022'",'556','830','867'
"'Sep 21, 2022'",'748','125','163'
"'Sep 22, 2022'",'836','301','929'
"'Sep 23, 2022'",'604','978','094'
"'Sep 24, 2022'",'470','209','445'
"'Sep 25, 2022'",'508','830','461'
"'Sep 26, 2022'",'048','418','761'
"'Sep 27, 2022'",'867','065','478'
"'Sep 28, 2022'",'395','817','531'
"'Sep 29, 2022'",'788','159','918'
"'Sep 30, 2022'",'896','063','850'
"'Oct 01, 2022'",'887','193','563'
"'Oct 02, 2022'",'350','751','637'
"'Oct 03, 2022'",'396','933','669'
"'Oct 04, 2022'",'572','176','351'
"'Oct 05, 2022'",'158','593','201'
"'Oct 06, 2022'",'012','065','854'
"'Oct 07, 2022'",'722','429','876'
"'Oct 08, 2022'",'744','439','724'
"'Oct 09, 2022'",'996','898','868'
"'Oct 10, 2022'",'402','210','082'
"'Oct 11, 2022'",'285','420','209'
"'Oct 12, 2022'",'032','055','562'
"'Oct 13, 2022'",'690','356','988'
"'Oct 14, 2022'",'242','437','910'
"'Oct 15, 2022'",'131','153','501'
"'Oct 16, 2022'",'130','855','721'
"'Oct 17, 2022'",'863','832','832'
"'Oct 18, 2022'",'825','852','248'
"'Oct 19, 2022'",'641','748','586'
"'Oct 20, 2022'",'562','290','502'
"'Oct 21, 2022'",'308','428','706'
"'Oct 22, 2022'",'331','254','268'
"'Oct 23, 2022'",'119','421','254'
"'Oct 24, 2022'",'207','746','883'
"'Oct 25, 2022'",'051','502','693'
"'Oct 26, 2022'",'919','810','030'
"'Oct 27, 2022'",'402','417','166'
"'Oct 28, 2022'",'216','087','058'
"'Oct 29, 2022'",'869','820','424'
"'Oct 30, 2022'",'289','953','155'
"'Oct 31, 2022'",'473','628','553'
"'Nov 01, 2022'",'359','487','260'
"'Nov 02, 2022'",'988','482','352'
"'Nov 03, 2022'",'354','079','018'
"'Nov 04, 2022'",'037','644','079'
"'Nov 05, 2022'",'750','429','009'
"'Nov 06, 2022'",'338','207','773'
"'Nov 07, 2022'",'720','430','328'
"'Nov 08, 2022'",'379','691','849'
"'Nov 09, 2022'",'738','791','898'
"'Nov 10, 2022'",'722','841','116'
"'Nov 10, 2022'",'947','828','704'
"'Nov 11, 2022'",'867','384','306'
"'Nov 13, 2022'",'268','847','846'
"'Nov 14, 2022'",'306','283','282'
"'Nov 15, 2022'",'962','156','118'
"'Nov 16, 2022'",'725','946','319'
"'Nov 17, 2022'",'784','241','595'
"'Nov 18, 2022'",'816','435','843'
"'Nov 19, 2022'",'749','494','231'
"'Nov 20, 2022'",'256','372','226'
"'Nov 21, 2022'",'956','507','254'
"'Nov 22, 2022'",'792','705','656'
"'Nov 23, 2022'",'348','644','829'
"'Nov 24, 2022'",'264','028','048'
"'Nov 25, 2022'",'680','388','071'
"'Nov 26, 2022'",'787','486','952'
"'Nov 27, 2022'",'537','130','833'
"'Nov 28, 2022'",'298','841','672'
"'Nov 29, 2022'",'963','268','509'
"'Nov 30, 2022'",'022','401','678'
"'Dec 01, 2022'",'720','475','667'
"'Dec 02, 2022'",'505','505','601'
"'Dec 03, 2022'",'528','494','326'
"'Dec 04, 2022'",'495','316','442'
"'Dec 05, 2022'",'051','584','591'
"'Dec 06, 2022'",'288','848','385'
"'Dec 07, 2022'",'563','841','230'
"'Dec 08, 2022'",'586','560','357'
"'Dec 09, 2022'",'391','018','118'
"'Dec 10, 2022'",'544','741','864'
"'Dec 11, 2022'",'606','708','453'
"'Dec 12, 2022'",'481','552','451'
"'Dec 13, 2022'",'129','194','187'
"'Dec 14, 2022'",'834','914','889'
"'Dec 15, 2022'",'821','738','706'
"'Dec 16, 2022'",'979','091','304'
"'Dec 17, 2022'",'581','034','768'
"'Dec 18, 2022'",'796','900','864'
"'Dec 19, 2022'",'845','477','691'
"'Dec 20, 2022'",'686','928','240'
"'Dec 21, 2022'",'222','935','980'
"'Dec 22, 2022'",'301','214','493'
"'Dec 23, 2022'",'284','888','220'
"'Dec 24, 2022'",'752','416','906'
"'Dec 25, 2022'",'N/D','N/D','N/D'
"'Dec 26, 2022'",'680','729','730'
"'Dec 27, 2022'",'632','707','307'
"'Dec 28, 2022'",'557','900','101'
"'Dec 29, 2022'",'308','485','010'
"'Dec 30, 2022'",'400','450','779'
"'Dec 31, 2022'",'152','403','359'
"'Jan 01, 2023'",'N/D','N/D','N/D'
"'Jan 02, 2023'",'739','700','147'
"'Jan 03, 2023'",'039','407','231'
"'Jan 04, 2023'",'879','275','378'
"'Jan 05, 2023'",'876','444','023'
"'Jan 06, 2023'",'469','573','895'
"'Jan 07, 2023'",'037','110','734'
"'Jan 08, 2023'",'829','431','633'
"'Jan 09, 2023'",'642','914','599'
"'Jan 10, 2023'",'888','132','594'
"'Jan 11, 2023'",'153','595','056'
"'Jan 12, 2023'",'923','707','777'
"'Jan 13, 2023'",'238','331','920'
"'Jan 14, 2023'",'368','503','089'
"'Jan 15, 2023'",'857','401','933'
"'Jan 16, 2023'",'714','241','114'
"'Jan 17, 2023'",'753','320','780'
"'Jan 18, 2023'",'256','907','548'
"'Jan 19, 2023'",'105','028','553'
"'Jan 20, 2023'",'441','433','601'
"'Jan 21, 2023'",'664','400','023'
"'Jan 22, 2023'",'092','303','054'
"'Jan 23, 2023'",'173','271','199'
"'Jan 24, 2023'",'259','738','649'
"'Jan 25, 2023'",'671','337','387'
"'Jan 26, 2023'",'969','778','098'
"'Jan 27, 2023'",'721','905','564'
"'Jan 28, 2023'",'955','495','034'
"'Jan 29, 2023'",'935','855','315'
"'Jan 30, 2023'",'946','905','382'
"'Jan 31, 2023'",'498','176','459'
"'Feb 01, 2023'",'803','189','458'
"'Feb 02, 2023'",'104','376','281'
"'Feb 03, 2023'",'639','726','530'
"'Feb 04, 2023'",'498','532','272'
"'Feb 05, 2023'",'769','948','535'
"'Feb 06, 2023'",'326','818','874'
"'Feb 07, 2023'",'905','315','848'
"'Feb 08, 2023'",'460','973','337'
"'Feb 09, 2023'",'440','274','543'
"'Feb 10, 2023'",'064','188','206'
"'Feb 11, 2023'",'592','254','281'
"'Feb 12, 2023'",'529','168','811'
"'Feb 13, 2023'",'394','795','507'
"'Feb 14, 2023'",'478','655','479'
"'Feb 15, 2023'",'296','426','435'
"'Feb 16, 2023'",'555','414','299'
"'Feb 17, 2023'",'880','552','858'
"'Feb 18, 2023'",'673','278','740'
"'Feb 19, 2023'",'046','027','801'
"'Feb 20, 2023'",'533','425','043'
"'Feb 21, 2023'",'237','712','509'
"'Feb 22, 2023'",'767','741','041'
"'Feb 23, 2023'",'885','638','321'
"'Feb 24, 2023'",'554','560','961'
"'Feb 25, 2023'",'104','659','654'
"'Feb 26, 2023'",'594','061','235'
"'Feb 27, 2023'",'872','032','796'
"'Feb 28, 2023'",'558','001','873'
"'Mar 01, 2023'",'456','562','565'
"'Mar 02, 2023'",'055','599','250'
"'Mar 03, 2023'",'544','451','941'
"'Mar 04, 2023'",'482','974','148'
"'Mar 05, 2023'",'623','472','080'
"'Mar 06, 2023'",'776','016','086'
"'Mar 07, 2023'",'918','412','936'
"'Mar 08, 2023'",'988','532','832'
"'Mar 09, 2023'",'618','933','644'
"'Mar 10, 2023'",'082','469','123'
"'Mar 11, 2023'",'004','793','973'
"'Mar 12, 2023'",'151','701','571'
"'Mar 13, 2023'",'887','490','904'
"'Mar 14, 2023'",'151','238','463'
"'Mar 15, 2023'",'563','240','726'
"'Mar 16, 2023'",'*','*','*'
